Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Cuba;CUB;CO2 emissions (kt);EN.ATM.CO2E.KT;13699.912;12181.774;14169.288;13039.852;14293.966;14609.328;15185.047;15749.765;16035.791;17260.569;18672.364;19607.449;20799.224;22398.036;22911.416;27066.127;27223.808;29402.006;30689.123;31712.216;31400.521;32749.977;34554.141;30843.137;32603.297;32577.628;33567.718;33952.753;35635.906;35738.582;33340.364;29633.027;31338.182;29347.001;32199.927;25657.999;26959.784;24605.57;24444.222;25276.631;26039.367;25452.647;26090.705;25485.65;23985.847;24634.906;27168.803;26838.773;31418.856;;
Curacao;CUW;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;CO2 emissions (kt);EN.ATM.CO2E.KT;887.414;865.412;905.749;986.423;1001.091;1151.438;1243.113;1364.124;1624.481;1672.152;1705.155;1884.838;2405.552;2500.894;1925.175;1980.18;2464.224;2669.576;2808.922;3003.273;3208.625;3047.277;3102.282;3098.615;3182.956;3102.282;3545.989;4121.708;4129.042;4341.728;4653.423;4741.431;5276.813;5665.515;5812.195;5716.853;5936.873;6109.222;6640.937;6754.614;6849.956;6846.289;7022.305;7748.371;7334;7502.682;7788.708;8195.745;8555.111;;
Czech Republic;CZE;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139503.681;131964.329;127688.607;129470.769;132558.383;130090.492;125525.077;111931.508;124648.664;124406.642;120193.259;122378.791;122708.821;120735.975;122785.828;123944.6;116995.635;;
Denmark;DNK;CO2 emissions (kt);EN.ATM.CO2E.KT;29779.707;31734.218;36926.69;40707.367;43189.926;44337.697;50127.89;49075.461;53325.514;59401.733;62100.645;57062.187;59599.751;59196.381;55023.335;55639.391;59977.452;61480.922;60784.192;62654.362;60215.807;51561.687;53464.86;49962.875;50597.266;59768.433;58569.324;58107.282;54858.32;48782.101;50421.25;61433.251;54528.29;57337.212;61194.896;55298.36;68704.912;57065.854;56068.43;50930.963;47252.962;49035.124;51899.051;55947.419;50476.255;46867.927;54418.28;49695.184;46024.517;;
Djibouti;DJI;CO2 emissions (kt);EN.ATM.CO2E.KT;40.337;44.004;47.671;66.006;84.341;121.011;139.346;88.008;121.011;84.341;139.346;161.348;190.684;179.683;194.351;198.018;198.018;198.018;201.685;363.033;348.365;300.694;348.365;348.365;355.699;374.034;385.035;396.036;366.7;407.037;399.703;399.703;414.371;429.039;429.039;429.039;436.373;440.04;410.704;443.707;403.37;385.035;399.703;407.037;458.375;473.043;487.711;487.711;524.381;;
Dominica;DMA;CO2 emissions (kt);EN.ATM.CO2E.KT;11.001;11.001;11.001;14.668;14.668;14.668;14.668;22.002;22.002;18.335;25.669;25.669;25.669;25.669;29.336;29.336;29.336;25.669;25.669;33.003;36.67;36.67;40.337;40.337;44.004;47.671;47.671;47.671;55.005;58.672;58.672;58.672;58.672;62.339;69.673;80.674;73.34;80.674;77.007;80.674;102.676;113.677;102.676;113.677;110.01;113.677;110.01;150.347;128.345;;
Dominican Republic;DOM;CO2 emissions (kt);EN.ATM.CO2E.KT;1041.428;1030.427;1243.113;1250.447;1749.159;1547.474;1672.152;1569.476;2350.547;2654.908;3109.616;3523.987;4675.425;5966.209;6417.25;6340.243;6332.909;5614.177;5449.162;6809.619;6457.587;6167.894;6340.243;7913.386;7444.01;7293.663;8181.077;9754.22;9834.894;10366.609;9570.87;10135.588;11206.352;11939.752;12676.819;16105.464;17546.595;18239.658;18683.365;18870.382;20117.162;20234.506;21499.621;21521.623;19999.818;19761.463;20813.892;21363.942;21616.965;;
Ecuador;ECU;CO2 emissions (kt);EN.ATM.CO2E.KT;1763.827;1646.483;1565.809;1796.83;2145.195;2277.207;2420.22;2592.569;3116.95;3593.66;4283.056;4224.384;4594.751;5262.145;6090.887;7363.336;8111.404;7484.347;10425.281;12167.106;13443.222;16692.184;19288.42;19556.111;21257.599;19431.433;15276.722;15115.374;17271.57;20267.509;16835.197;16486.832;22302.694;24187.532;13637.573;22812.407;23890.505;18276.328;22229.354;21272.267;20942.237;23446.798;24689.911;26523.411;28657.605;29299.33;29842.046;30898.142;26824.105;;
Egypt, Arab Rep.;EGY;CO2 emissions (kt);EN.ATM.CO2E.KT;16054.126;17088.22;18595.357;21554.626;25522.32;27641.846;26563.748;19677.122;22904.082;19695.457;21686.638;23047.095;25511.319;23795.163;26123.708;31099.827;34495.469;37865.442;39313.907;42947.904;45239.779;50978.634;56523.138;57091.523;63838.803;63937.812;74564.778;74810.467;74531.775;72181.228;75943.57;78715.822;81264.387;93156.468;85312.755;95723.368;102030.608;108202.169;122243.112;125393.065;141326.18;125451.737;127193.562;158880.109;160581.597;174640.875;187504.711;199220.776;210320.785;;
El Salvador;SLV;CO2 emissions (kt);EN.ATM.CO2E.KT;619.723;583.053;649.059;1125.769;1232.112;1041.428;1305.452;1158.772;1261.448;1191.775;1430.13;1510.804;1679.486;1969.179;1972.846;2108.525;2211.201;2288.208;2390.884;2390.884;2134.194;1833.5;1767.494;1903.173;1606.146;1987.514;1991.181;2449.556;2471.558;2588.902;2618.238;3230.627;3428.645;3890.687;4429.736;5280.48;4895.445;5760.857;5812.195;5698.518;5742.522;5947.874;6039.549;6552.929;6277.904;6362.245;6486.923;6901.294;6112.889;;
Equatorial Guinea;GNQ;CO2 emissions (kt);EN.ATM.CO2E.KT;22.002;22.002;22.002;25.669;25.669;29.336;25.669;25.669;29.336;44.004;36.67;66.006;88.008;29.336;51.338;62.339;62.339;62.339;69.673;62.339;58.672;69.673;73.34;62.339;80.674;66.006;80.674;99.009;106.343;117.344;121.011;201.685;216.353;102.676;36.67;132.012;117.344;293.36;168.682;473.043;454.708;3094.948;4979.786;6017.547;4679.092;4712.095;4752.432;4796.436;4814.771;;
Eritrea;ERI;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.35;297.027;348.365;528.048;590.387;619.723;608.722;630.724;605.055;726.066;770.07;766.403;561.051;579.386;414.371;;
Estonia;EST;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23028.76;18628.36;18661.363;16754.523;18808.043;18613.692;17143.225;15474.74;15559.081;15984.453;15471.073;17553.929;17839.955;17462.254;16945.207;19952.147;18290.996;;
Ethiopia;ETH;CO2 emissions (kt);EN.ATM.CO2E.KT;352.032;341.031;396.036;421.705;407.037;645.392;825.075;1074.431;1727.157;1668.485;1653.817;1851.835;1408.128;1752.826;1738.158;1210.11;1177.107;1048.762;1371.458;1848.168;1822.499;1866.503;1481.468;1844.501;1664.818;1815.165;2214.868;2581.568;2673.243;2827.257;3017.941;2984.938;2966.603;5163.136;3003.273;2152.529;3729.339;4275.722;5027.457;5075.128;5830.53;4308.725;4481.074;4946.783;5196.139;5489.499;5995.545;6560.263;7106.646;;
Faeroe Islands;FRO;CO2 emissions (kt);EN.ATM.CO2E.KT;58.672;113.677;117.344;124.678;121.011;135.679;139.346;168.682;183.35;212.686;256.69;260.357;234.688;253.023;300.694;348.365;330.03;407.037;399.703;480.377;421.705;440.04;458.375;487.711;498.712;517.047;491.378;498.712;528.048;579.386;623.39;594.054;660.06;597.721;520.714;634.391;652.726;656.393;663.727;671.061;656.393;660.06;667.394;674.728;674.728;682.062;689.396;696.73;707.731;;
Fiji;FJI;CO2 emissions (kt);EN.ATM.CO2E.KT;194.351;168.682;231.021;242.022;425.372;344.698;322.696;355.699;396.036;432.706;520.714;550.05;579.386;630.724;671.061;623.39;484.044;766.403;711.398;839.743;795.739;1081.765;839.743;715.065;583.053;579.386;605.055;476.71;553.717;630.724;817.741;674.728;733.4;773.737;828.742;887.414;920.417;759.069;729.733;832.409;861.745;1122.102;858.078;1657.484;1888.505;1635.482;1565.809;1459.466;1254.114;;
Finland;FIN;CO2 emissions (kt);EN.ATM.CO2E.KT;15104.373;14939.358;16809.528;19358.093;22852.744;25327.969;29519.35;28617.268;33314.695;37935.115;40395.672;40582.689;44161.681;49387.156;46680.91;46101.524;51279.328;50219.565;51913.719;54333.939;58217.292;51704.7;43021.244;41598.448;42071.491;49368.821;53321.847;57733.248;52001.727;52474.77;50941.964;54891.323;49126.799;51935.721;59412.734;52328.09;61385.58;60083.795;56988.847;55423.038;52141.073;56424.129;61077.552;68888.262;66970.421;54605.297;66075.673;63923.144;56512.137;;
France;FRA;CO2 emissions (kt);EN.ATM.CO2E.KT;271218.654;281211.229;298706.486;334019.696;345303.055;351852.317;347235.564;372009.816;384631.63;413259.899;439013.24;462434.369;480729.032;516599.626;499071.366;446919.292;505602.293;480857.377;505858.983;529155.434;505363.938;454700.666;436893.714;422603.415;405342.846;400880.107;385614.386;377491.981;372207.834;390649.177;399028.272;427667.542;397037.091;389105.37;369457.584;393289.417;408126.099;379486.829;409094.187;371309.419;365559.563;385808.737;380447.583;387147.192;389706.758;391826.284;382281.083;374283.356;376985.935;;
French Polynesia;PYF;CO2 emissions (kt);EN.ATM.CO2E.KT;36.67;58.672;47.671;66.006;66.006;84.341;121.011;139.346;154.014;161.348;194.351;227.354;216.353;209.019;216.353;212.686;264.024;275.025;311.695;282.359;293.36;330.03;337.364;421.705;458.375;586.72;605.055;608.722;572.052;608.722;630.724;638.058;645.392;649.059;568.385;583.053;557.384;575.719;572.052;575.719;645.392;737.067;748.068;821.408;788.405;854.411;821.408;839.743;891.081;;
Gabon;GAB;CO2 emissions (kt);EN.ATM.CO2E.KT;132.012;165.015;88.008;73.34;190.684;216.353;381.368;1012.092;1961.845;1433.797;2082.856;2845.592;2739.249;5313.483;5452.829;5368.488;5709.519;6314.574;7561.354;6754.614;6633.603;6574.931;6556.596;5518.835;5995.545;6318.241;4968.785;4022.699;4334.394;5771.858;4844.107;1477.801;2130.527;3281.965;3351.638;3857.684;3534.988;3545.989;1631.815;1437.464;1052.429;1782.162;1778.495;1334.788;1481.468;1785.829;1782.162;1976.513;2471.558;;
Gambia, The;GMB;CO2 emissions (kt);EN.ATM.CO2E.KT;18.335;22.002;25.669;29.336;29.336;29.336;33.003;33.003;36.67;47.671;47.671;55.005;66.006;62.339;62.339;99.009;99.009;113.677;139.346;146.68;157.681;157.681;161.348;161.348;172.349;172.349;161.348;179.683;183.35;179.683;190.684;198.018;198.018;209.019;209.019;216.353;216.353;216.353;234.688;256.69;275.025;282.359;315.362;315.362;322.696;322.696;337.364;396.036;410.704;;
Georgia;GEO;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15335.394;9952.238;6083.553;2302.876;4066.703;4437.07;4961.451;4345.395;4536.079;3769.676;3388.308;3773.343;3927.357;4734.097;5496.833;6028.548;5203.473;;
Germany;DEU;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;960992.355;928326.719;911425.516;903622.14;901524.616;924014.327;900318.173;895532.738;824466.278;832100.972;855756.789;830909.197;835657.962;828521.98;809596.593;811881.134;787235.227;786659.508;;
Ghana;GHA;CO2 emissions (kt);EN.ATM.CO2E.KT;1463.133;1345.789;1433.797;1723.49;1650.15;1705.155;1441.131;1496.136;1763.827;1690.487;2625.572;2295.542;2423.887;2475.225;2937.267;2746.583;2434.888;3003.273;2970.27;2658.575;2559.566;3047.277;3043.61;3655.999;2581.568;3325.969;3047.277;3285.632;3450.647;3344.304;3931.024;4044.701;4096.039;4664.424;5071.461;5427.16;5757.19;6395.248;6409.916;6560.263;6299.906;6919.629;7414.674;7601.691;7278.995;7007.637;9350.85;9636.876;8591.781;;
Gibraltar;GIB;CO2 emissions (kt);EN.ATM.CO2E.KT;47.671;51.338;55.005;55.005;55.005;47.671;55.005;62.339;66.006;66.006;69.673;80.674;73.34;84.341;77.007;88.008;77.007;77.007;69.673;91.675;88.008;51.338;22.002;36.67;33.003;44.004;40.337;47.671;69.673;69.673;95.342;106.343;91.675;333.697;399.703;348.365;194.351;121.011;311.695;322.696;333.697;344.698;344.698;355.699;366.7;377.701;392.369;407.037;421.705;;
Greece;GRC;CO2 emissions (kt);EN.ATM.CO2E.KT;9405.855;9823.893;10164.924;12258.781;13223.202;17025.881;18650.362;19534.109;22321.029;25474.649;24165.53;27814.195;31572.87;37256.72;36218.959;38873.867;42911.234;46999.939;48081.704;51293.996;51429.675;50721.944;52148.407;55544.049;57054.853;60600.842;59130.375;63472.103;67989.847;74183.41;72723.944;67615.813;75503.53;75646.543;78363.79;79185.198;80395.308;84572.021;87809.982;86636.542;91616.328;93805.527;93669.848;95738.036;97149.831;98675.303;97285.51;98213.261;97813.558;;
Greenland;GRL;CO2 emissions (kt);EN.ATM.CO2E.KT;223.687;293.36;264.024;330.03;315.362;344.698;388.702;418.038;542.716;407.037;381.368;469.376;553.717;557.384;557.384;506.046;220.02;722.399;392.369;572.052;564.718;528.048;517.047;363.033;568.385;509.713;326.363;234.688;546.383;473.043;557.384;550.05;484.044;502.379;506.046;506.046;517.047;524.381;531.715;542.716;531.715;539.049;539.049;535.382;498.712;630.724;579.386;638.058;575.719;;
Grenada;GRD;CO2 emissions (kt);EN.ATM.CO2E.KT;22.002;18.335;25.669;14.668;22.002;22.002;29.336;36.67;40.337;47.671;44.004;47.671;47.671;55.005;36.67;47.671;47.671;47.671;51.338;47.671;47.671;58.672;62.339;62.339;62.339;66.006;73.34;80.674;102.676;110.01;121.011;121.011;128.345;143.013;165.015;172.349;176.016;205.352;190.684;205.352;205.352;220.02;216.353;227.354;216.353;234.688;245.689;245.689;245.689;;
Guam;GUM;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;CO2 emissions (kt);EN.ATM.CO2E.KT;1345.789;1408.128;1382.459;1521.805;1771.161;1976.513;1741.825;1983.847;2141.528;2280.874;2299.209;2442.222;2709.913;2937.267;3069.279;3523.987;3311.301;3813.68;4129.042;4693.76;4510.41;3967.694;3626.663;3179.289;3421.311;3523.987;3700.003;3993.363;4125.375;4246.386;5086.129;5053.126;6017.547;5658.181;6838.955;7165.318;6651.938;7598.024;8753.129;8929.145;9915.568;10626.966;11173.349;10670.97;11206.352;12156.105;12288.117;12926.175;11914.083;;
Guinea;GIN;CO2 emissions (kt);EN.ATM.CO2E.KT;410.704;616.056;660.06;696.73;700.397;696.73;718.732;726.066;748.068;748.068;792.072;814.074;832.409;803.073;839.743;843.41;887.414;902.082;902.082;946.086;964.421;990.09;982.756;953.42;979.089;993.757;997.424;993.757;1026.76;1045.095;1056.096;1074.431;1074.431;1103.767;1228.445;1250.447;1272.449;1279.783;1243.113;1272.449;1279.783;1298.118;1323.787;1342.122;1342.122;1360.457;1360.457;1389.793;1393.46;;
Guinea-Bissau;GNB;CO2 emissions (kt);EN.ATM.CO2E.KT;18.335;29.336;40.337;47.671;58.672;66.006;66.006;47.671;62.339;58.672;69.673;73.34;66.006;110.01;102.676;113.677;95.342;102.676;102.676;110.01;146.68;143.013;143.013;143.013;161.348;172.349;183.35;194.351;216.353;231.021;253.023;256.69;260.357;278.692;278.692;282.359;286.026;308.028;216.353;245.689;198.018;198.018;209.019;249.356;256.69;264.024;275.025;286.026;282.359;;
Guyana;GUY;CO2 emissions (kt);EN.ATM.CO2E.KT;660.06;737.067;678.395;616.056;649.059;1078.098;1180.774;1323.787;1331.121;1367.791;1580.477;1499.803;1562.142;1804.164;1554.808;1826.166;1752.826;1899.506;2057.187;1521.805;1789.496;1800.497;1404.461;1246.78;1404.461;1419.129;1045.095;1309.119;1404.461;1195.442;1140.437;1122.102;1052.429;1056.096;1334.788;1481.468;1529.139;1602.479;1653.817;1650.15;1580.477;1518.138;1547.474;1521.805;1463.133;1514.471;1525.472;1525.472;1525.472;;
Haiti;HTI;CO2 emissions (kt);EN.ATM.CO2E.KT;286.026;297.027;304.361;249.356;300.694;304.361;304.361;260.357;264.024;315.362;385.035;403.37;392.369;421.705;473.043;484.044;674.728;707.731;755.402;755.402;751.735;766.403;825.075;894.748;913.083;942.419;843.41;913.083;1023.093;1037.761;993.757;997.424;909.416;663.727;300.694;942.419;1092.766;1422.796;1232.112;1331.121;1367.791;1569.476;1826.166;1734.491;1987.514;2075.522;2119.526;2398.218;2434.888;;
Honduras;HND;CO2 emissions (kt);EN.ATM.CO2E.KT;616.056;737.067;700.397;711.398;722.399;751.735;806.74;876.413;1224.778;1177.107;1389.793;1331.121;1536.473;1510.804;1558.475;1668.485;1778.495;2002.182;2049.853;1932.509;2057.187;1822.499;1763.827;2002.182;1987.514;1906.84;1848.168;2174.531;2504.561;2728.248;2592.569;2698.912;3076.613;2849.259;3336.97;3879.686;3960.36;4158.378;4649.756;4741.431;5031.124;5713.186;6090.887;6769.282;7367.003;7620.026;7308.331;9035.488;8672.455;;
Hong Kong SAR, China;HKG;CO2 emissions (kt);EN.ATM.CO2E.KT;2955.602;3373.64;3685.335;4250.053;4224.384;4807.437;5166.803;6057.884;6204.564;7759.372;8401.097;9160.166;9284.844;9295.845;10678.304;11019.335;12508.137;14231.627;15753.432;15885.444;16662.848;18690.699;19702.791;21015.577;22346.698;23014.092;25698.336;28272.57;29482.68;30348.092;27660.181;28892.293;33428.372;35129.86;31429.857;31620.541;29365.336;30854.138;39233.233;42753.553;40582.689;37971.785;36952.359;40065.642;38415.492;40549.686;38554.838;39962.966;38573.173;;
Hungary;HUN;CO2 emissions (kt);EN.ATM.CO2E.KT;45371.791;48976.452;50560.596;56281.116;62401.339;61293.905;61733.945;58829.681;61154.559;62419.674;70003.03;69280.631;69430.978;73068.642;74102.736;75389.853;80013.94;83204.23;88187.683;86229.505;86860.229;86618.207;86871.23;89137.436;90853.592;86104.827;83537.927;84436.342;78264.781;76090.25;62991.726;63435.433;58716.004;60124.132;58066.945;60054.459;62702.033;61807.285;60853.865;60362.487;57256.538;57021.85;56031.76;59009.364;57311.543;57879.928;57227.202;55848.41;54638.3;;
Iceland;ISL;CO2 emissions (kt);EN.ATM.CO2E.KT;1213.777;1092.766;1199.109;1305.452;1309.119;1397.127;1496.136;1444.798;1595.145;1265.115;1389.793;1474.134;1485.135;1752.826;1741.825;1617.147;1705.155;1906.84;1925.175;1987.514;1866.503;1752.826;1598.812;1547.474;1815.165;1628.148;1796.83;1807.831;1903.173;1939.843;2071.855;2024.184;1892.172;1991.181;2009.516;1939.843;2211.201;2104.858;2101.191;2068.188;2163.53;2101.191;2170.864;2167.197;2233.203;2203.867;2233.203;2339.546;2229.536;;
India;IND;CO2 emissions (kt);EN.ATM.CO2E.KT;120581.961;130402.187;143467.708;154083.673;150647.694;165972.087;171765.947;172238.99;187336.029;190724.337;195143.072;205869.047;217849.136;224343.393;231992.755;252201.592;263785.645;315681.029;318035.243;331940.507;348581.353;374822.405;398419.55;432320.965;447109.976;490464.917;525862.468;561560.713;606298.113;662945.929;690576.774;737851.738;783634.233;814297.687;864931.623;920046.633;1002224.103;1043939.895;1071911.771;1144390.026;1186663.202;1203843.097;1226791.183;1281913.527;1346595.74;1411127.606;1504364.748;1612383.567;1742697.746;;
Indonesia;IDN;CO2 emissions (kt);EN.ATM.CO2E.KT;21404.279;26024.699;22995.757;22783.071;22394.369;24689.911;23395.46;24561.566;27586.841;33391.702;35822.923;38987.544;43340.273;49134.133;51260.993;53963.572;61810.952;82434.16;93933.872;95096.311;94784.616;100160.438;105407.915;104956.874;112184.531;121245.688;121740.733;123372.548;132162.347;130966.905;149565.929;179730.671;202576.081;218600.871;221413.46;224941.114;253290.691;278658.997;210210.775;237595.931;258120.13;289065.943;303506.589;311885.684;333733.67;336311.571;338134.07;368617.841;406028.575;;
Iran, Islamic Rep.;IRN;CO2 emissions (kt);EN.ATM.CO2E.KT;37392.399;36541.655;37462.072;41341.758;47560.99;53765.554;64161.499;67942.176;82404.824;83116.222;92019.698;101883.928;106394.338;129899.808;144256.113;139646.694;156910.93;164237.596;162587.446;164138.587;121014.667;112987.604;138146.891;149914.294;150812.709;160929.962;148568.505;159741.854;176283.691;191344.06;227185.318;233745.581;247471.162;229678.878;296744.641;284918.566;286645.723;290617.084;316176.074;316671.119;339241.504;357085.126;375211.107;412317.48;442471.221;458866.378;492349.755;506346.694;538403.608;;
Iraq;IRQ;CO2 emissions (kt);EN.ATM.CO2E.KT;8265.418;8720.126;9031.821;9394.854;9075.825;19314.089;27704.185;18393.672;19717.459;22625.39;23908.84;28862.957;29552.353;30645.119;30942.146;33157.014;48800.436;43710.64;42317.18;52991.817;45558.808;32122.92;30623.117;38749.189;40204.988;44675.061;47751.674;52881.807;67927.508;73251.992;52555.444;47421.644;61671.606;66801.739;75045.155;77901.748;69500.651;68308.876;72371.912;72283.904;72445.252;85342.091;87259.932;91117.616;98979.664;97527.532;100853.501;100494.135;102936.357;;
Ireland;IRL;CO2 emissions (kt);EN.ATM.CO2E.KT;11180.683;12365.124;13120.526;13461.557;14231.627;13732.915;15111.707;16413.492;17821.62;18514.683;19413.098;22497.045;22053.338;22860.078;23303.785;22053.338;22295.36;23567.809;23571.476;27388.823;26255.72;26024.699;25529.654;25694.669;25522.32;26743.431;29336;30216.08;29853.047;29625.693;30417.765;33109.343;31253.841;31286.844;32691.305;32892.99;35008.849;36552.656;38140.467;40098.645;40949.389;43780.313;43457.617;42694.881;43211.928;43211.928;43112.919;44411.037;43604.297;;
Isle of Man;IMN;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Israel;ISR;CO2 emissions (kt);EN.ATM.CO2E.KT;6468.588;7069.976;7942.722;8210.413;9149.165;12944.51;13597.236;13542.231;13809.922;14818.347;16578.507;16248.477;16934.206;19310.422;19446.101;19647.786;19611.116;19893.475;21176.925;21019.244;21147.589;21213.595;24081.189;23938.176;23743.825;24869.594;26626.087;27385.156;30051.065;31756.22;33534.715;34315.786;41499.439;45148.104;47120.95;54234.93;54399.945;63402.43;62779.04;62155.65;62691.032;65749.31;63145.74;65122.253;63200.745;59211.049;65778.646;36816.68;37663.757;;
Italy;ITA;CO2 emissions (kt);EN.ATM.CO2E.KT;109357.274;124549.655;146456.313;164780.312;175957.328;189767.25;214248.142;234427.643;249495.346;270008.544;296740.974;311588.657;328970.237;354320.208;359406.337;342310.783;367312.389;356175.71;373234.594;387466.221;388969.691;378020.029;369681.271;361364.515;367649.753;372134.494;366454.311;383670.876;389780.098;414862.378;424183.892;433974.782;432959.023;422680.422;412163.466;437623.447;428294.599;432302.63;441752.489;437018.392;446156.556;447054.971;449284.507;468349.24;470490.768;471400.184;468268.566;459376.091;445118.795;;
Jamaica;JAM;CO2 emissions (kt);EN.ATM.CO2E.KT;1470.467;2130.527;2119.526;2398.218;4066.703;2992.272;3520.32;3868.685;3883.353;4272.055;4994.454;5753.523;6288.905;8298.421;7601.691;8188.411;7282.662;7447.677;9119.829;8536.776;8452.435;7414.674;6219.232;6450.253;5144.801;5045.792;4550.747;5383.156;4528.745;6728.945;7964.724;8173.743;8096.736;8415.765;8632.118;9702.882;10197.927;10630.633;9728.551;9772.555;10318.938;10626.966;10300.603;10722.308;10714.974;10128.254;12086.432;13894.263;12203.776;;
Japan;JPN;CO2 emissions (kt);EN.ATM.CO2E.KT;232781.16;283118.069;293220.654;325222.563;359318.329;386919.838;419743.155;489881.864;562565.471;653958.112;768823.22;797543.164;853373.239;991850.16;966734.877;920941.381;953196.313;999998.234;989312.596;1024787.154;1000592.288;970566.892;942066.968;935323.355;992282.866;968418.03;971832.007;962675.508;1055358.933;1084280.562;1094705.843;1100598.712;1123660.475;1108673.446;1174169.733;1184088.968;1205782.94;1201778.576;1159186.371;1197880.555;1219592.862;1202266.287;1216761.938;1237242.133;1259658.504;1238188.219;1231770.969;1251187.734;1208162.823;;
Jordan;JOR;CO2 emissions (kt);EN.ATM.CO2E.KT;744.401;979.089;1048.762;1221.111;1243.113;1422.796;1584.144;1415.462;1507.137;1760.16;1558.475;1657.484;1917.841;2203.867;2229.536;2493.56;2951.935;3164.621;3641.331;3795.345;4726.763;5863.533;6292.572;7363.336;8353.426;8540.443;9281.177;9662.545;9314.18;9233.506;10403.279;9798.224;12266.115;12101.1;13633.906;13556.899;14187.623;14418.644;14543.322;14568.991;15507.743;16002.788;16886.535;17469.588;19240.749;21026.578;20733.218;21495.954;21382.277;;
Kazakhstan;KAZ;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;261306.753;221105.432;199488.467;166731.156;140691.789;129580.779;125063.035;116493.256;127769.281;147908.445;151945.812;153815.982;172158.316;177233.444;192121.464;227401.671;236954.206;;
Kenya;KEN;CO2 emissions (kt);EN.ATM.CO2E.KT;2427.554;2401.885;2625.572;2856.593;2827.257;2467.891;2684.244;2702.579;2819.923;3131.618;3083.947;3685.335;3872.352;3920.023;4950.45;4976.119;4609.419;5056.793;5324.484;5038.458;6197.23;6527.26;4693.76;4660.757;4319.726;3769.676;4162.045;5174.137;4789.102;5192.472;5823.196;4840.44;5540.837;6347.577;6556.596;7554.02;9328.848;8265.418;10036.579;10172.258;10417.947;9369.185;7968.391;6754.614;7623.693;8562.445;9574.537;9831.227;10392.278;;
Kiribati;KIR;CO2 emissions (kt);EN.ATM.CO2E.KT;;7.334;11.001;18.335;18.335;11.001;11.001;22.002;33.003;11.001;22.002;29.336;25.669;36.67;33.003;33.003;33.003;22.002;22.002;25.669;29.336;29.336;25.669;22.002;22.002;22.002;18.335;22.002;22.002;22.002;22.002;22.002;22.002;22.002;22.002;22.002;36.67;29.336;33.003;29.336;33.003;25.669;25.669;25.669;25.669;25.669;29.336;33.003;29.336;;
Korea, Dem. Rep.;PRK;CO2 emissions (kt);EN.ATM.CO2E.KT;23817.165;26457.405;30722.126;32863.654;35657.908;44268.024;47648.998;52445.434;59328.393;64143.164;73552.686;107560.444;89599.478;97428.523;101718.913;107740.127;110189.683;113867.684;118737.46;120875.321;125011.697;125404.066;128062.641;137299.814;147805.769;158443.736;172187.652;192807.193;220856.076;234420.309;244834.589;251145.496;255413.884;262139.162;259641.935;259348.575;256682.666;234688;64927.902;71396.49;76966.663;79922.265;76530.29;78209.776;79925.932;83475.588;85034.063;70710.761;78371.124;;
Korea, Rep.;KOR;CO2 emissions (kt);EN.ATM.CO2E.KT;12552.141;14462.648;17278.904;21103.585;22218.353;25005.273;30014.395;35151.862;37242.052;42522.532;53783.889;58396.975;60230.475;72965.966;75400.854;81576.082;93097.796;105620.601;112855.592;132730.732;134413.885;139078.309;141175.833;150079.309;163045.821;177281.115;181307.481;191388.064;220562.716;234343.302;243815.163;268431.734;286568.716;317085.49;340352.605;370781.371;401030.454;423175.467;363839.74;395005.573;432460.311;440216.016;465584.322;465771.339;482276.506;462918.413;470820.798;498205.954;509170.284;;
Kosovo;KSV;CO2 emissions (kt);EN.ATM.CO2E.KT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
